id,created_at,favorite_count,retweet_count,text,unicode_data
1589143052878331904,2022-11-06 06:30:03+00:00,14,3,"📢 NEWLY LAUNCHED FLAT KNIT SWEATERS 📢

Feel fashionable &amp; snuggy in Soft &amp; Lightweight Fabric with our Newly Launched Flat Knit Sweaters from the Winterwear Collection❄️💯

Shop now: https://t.co/LWYIJRVXI5

#onlineshopping #winterwear #sweater #fashion https://t.co/UDN2pt91Nr",📢📢❄️💯
1588886437642084353,2022-11-05 13:30:21+00:00,32,3,"People in Delhi today

#Delhi #DelhiNCR #Pollution https://t.co/lL08Sz4ovp",
1588880871050076160,2022-11-05 13:08:14+00:00,3,0,"@prakrititty Well, we saw the word 'sale' and here we are 👀",👀
1588846487898918913,2022-11-05 10:51:36+00:00,0,0,"@tushkisakshu You're welcome, Tushar! We request you treat this incident as an exception, as we promise to provide a hassle-free experience with us in the future. We value your understanding in this regard.",
1588841119869276160,2022-11-05 10:30:16+00:00,21,4,"""What does he have that no cricketer has?""
What he has:

#HappyBirthdayViratKohli #T20WorldCup #ViratKohli #HBDViratKohli https://t.co/qFd4JIQWb4",
1588810931907297280,2022-11-05 08:30:19+00:00,431,382,"To celebrate King #ViratKohli's birthday, we have a contest for you 🔥

Participate now and 5 lucky winners can get to win Rs. 1000/- each 🥳

Rules:
🖖 FOLLOW @bewakoof
🔁 RETWEET &amp; LIKE this tweet
✅ TAG 3 friends with your answer

#ContestIndia #ContestAlert #GiveawayIndia https://t.co/v44x9mBtbQ",🔥🥳🖖🔁✅
1588789289659371520,2022-11-05 07:04:19+00:00,0,0,@Happy_2o2 Hey! Thanks for letting us know. We are glad you've received your refund. Feel free to reach out to us in case of any further assistance.,
1588784353601011718,2022-11-05 06:44:42+00:00,0,0,"@imy805 Hi there! We certainly understand your concern regarding the order delivery, and we are sorry for the unintended hassle caused. Kindly help us with the relevant order ID so that we can check and assist you with a proper resolution.",
1588780668162539526,2022-11-05 06:30:04+00:00,25,5,"📢 JUST ARRIVED: ALL NEW FLAT KNIT SWEATERS

Season's stylish looks are here 🤩 Feel Snug in Soft, Lightweight Fabric &amp; shop our Newly Launched Flat Knit Sweaters from the Winterwear Collection to kickstart your winter🥶

Shop now: https://t.co/LWYIJRVXI5
#onlineshopping #fashion https://t.co/e60Z72mIQB",📢🤩🥶
1588571117467455491,2022-11-04 16:37:23+00:00,1,0,@suranjannarayan Hi Suranjan!  We are sorry to hear that you have not received the order despite it showing as delivered. We have forwarded your concern to the courier partner and have asked them to investigate the case. Kindly allow us 72 hours time to get back to you with an update.,
1588563198394998784,2022-11-04 16:05:55+00:00,0,0,@AnubhawGoyal Please share the product packaging and product images you received at the time of delivery. Please share the product tag/sticker images so we can verify this from our respective team.,
1588563163670265857,2022-11-04 16:05:46+00:00,0,0,@AnubhawGoyal Hi there! Please accept our sincere apologies for the trouble and be assured that we will do everything we can to assist you. The following information is required to begin an investigation. Whether the product was tampered with at the time of delivery: confirm with “Yes/No”.,“”
1588560590510989313,2022-11-04 15:55:33+00:00,0,0,@Forever10Cule Hi there! Please let us know your correct order number or the ticket id if in case you have raised this with the care team and we promise to get this resolved quickly.,
1588560387305242624,2022-11-04 15:54:45+00:00,0,0,@rahul_anwani Hi Rahul! Thanks for sharing the details with us. As checked the amount was successfully credited to the Bewakoof wallet account. Please get in touch with us or use the contact us option on our website if you need further assistance. Have a great evening ahead.,
1588555985395777538,2022-11-04 15:37:15+00:00,0,0,@suranjannarayan Hi there! Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number or the ticket id if in case you have raised this with the care team and we promise to get this resolved quickly.,
1588554279664631815,2022-11-04 15:30:28+00:00,0,0,@itsAli28 Hi Shahid! You're most welcome.,
1588554156272386052,2022-11-04 15:29:59+00:00,0,0,@PaulTheWineGuy7 Hi Anurag! We apologize for the delay in dispatch. As checked the orders are shipped with AWB- 125890106154 and courier team will deliver the order on or before the expected delivery date of 06/11/2022. We appreciate your support and patience in this regard. Have a great evening.,
1588547124542808064,2022-11-04 15:02:02+00:00,33,3,"Shark Tank India S2 playing with our hearts 😔

#SharkTankIndia #AshneerGrover #AmitJain https://t.co/OCvW5a9d67",😔
1588529617954127872,2022-11-04 13:52:29+00:00,0,0,@rochansrivasta1 Hi Rochan!  We are really sorry for the unpleasant experience. we will try our best to get the order delivered within the next 24-48 hours. We highly appreciate your support and understanding in this regard. Have a great evening ahead.,
1588522105754337280,2022-11-04 13:22:37+00:00,0,0,@SethiChitta Hi Ranjan! We are sorry for the inconvenience caused to you. This is definitely not the kind of service we want you to have with us. The issue has been escalated to the concerned team and we will share the update within 48-72 working hours. We appreciate your patience here.,
1588517004373360641,2022-11-04 13:02:21+00:00,0,0,@Ketan82419982 Hi Ketan! We request you to please share the ticket id/bank account details that were shared with you to initiate the refund so that we can check and verify the issue on priority.,
1588501556936249349,2022-11-04 12:00:58+00:00,15,1,"When she likes you.... but as a ""friend"" 😔

#SalmanKhan #BollywoodMemes https://t.co/iiguI0McJU",😔
1588483043584524289,2022-11-04 10:47:24+00:00,1,0,"@Manisharma1892 Hi there! We have processed the complete refund of 200 INR for order: 50919071 on 31/10/2022. The payment gateway takes 7 to 10 business days excluding Saturdays, Sundays, and bank holidays to credit the amount in the account. Have a great evening ahead.",
1588481659770474497,2022-11-04 10:41:54+00:00,0,0,@itsAli28 Hi Shahid! We are glad to inform you the order: 51306835 was successfully picked and the amount was credited to the Bewakoof wallet account. This issue has been addressed internally to ensure that we improve the service rendered in the future. Have a great day ahead.,
1588463259530706945,2022-11-04 09:28:47+00:00,0,0,"@NileshMaharana5 Hi Nilesh! As checked order: 51337398 is picked up by the courier team, please let us know if the other order: 51337397 was picked up by the field executive or not. If you need any further assistance please revert or refer to the contact us section on the website.",
1588450710428884993,2022-11-04 08:38:56+00:00,1,0,@avipanwar1998 Style mein rehne ka 😎,😎
1588445919954993152,2022-11-04 08:19:53+00:00,3,0,"@bewakoof Hi there! Thank you for your patience, and we apologize for the delayed response. Upon checking, we see that your order has successfully been delivered to you today. Feel free to reach out to us in case of any further assistance.",
1588441045376925697,2022-11-04 08:00:31+00:00,0,0,@Forever10Cule Hi there! We are extremely sorry to hear about your experience with us. Kindly help us with the relevant order ID so that we can check and assist you with a proper resolution.,
1588418187619606528,2022-11-04 06:29:41+00:00,12,1,"📢 FRESHLY ARRIVED: ALL NEW WINTER STYLES 📢

Flaunt your love for the boys by grabbing these cool and comfy BTS prints from OUR ALL NEW WINTERWEAR COLLECTION 💜

Shop your faves only on Bewakoof: https://t.co/LWYIJRVXI5

#BTS #onlineshopping #fashion https://t.co/SksBae8MCd",📢📢💜
1588207654102614019,2022-11-03 16:33:06+00:00,0,0,@rahul_anwani Hi Rahul! We are very sorry to know about your experience with us. Please let us know your order number or the ticket id if in case you have raised this with the care team and we promise to get this resolved quickly.,
1588198958622457856,2022-11-03 15:58:33+00:00,0,0,"@AdityaK29596073 If you need further assistance, please contact us or use the contact us option on our website.",
1588198896081293313,2022-11-03 15:58:18+00:00,0,0,"@AdityaK29596073 Hi Aditya! We have escalated the request to the concerned team and we will transfer the amount from the wallet to the source account for order 51141388 within 24 hrs. The payment gateway takes 7-10 working days excluding Saturdays, Sundays, and bank holidays to credit the amount.",
1588190044149501952,2022-11-03 15:23:08+00:00,0,0,@sakshi16519 Hi Sakshi! The amount was not processed due to incorrect bank details. We request you to please fill in the correct NEFT details so that the amount can be processed. Please get in touch with us or use the contact us option on our website if you need further assistance.,
1588183827364675585,2022-11-03 14:58:26+00:00,0,0,"@Madhuri78895952 Hi Madhuri! We are only operational via email/chat. Please let us know how we can assist you. Also, if you have a particular concern, kindly share the order Id to help you with a proper resolution.",
1588177456300687365,2022-11-03 14:33:07+00:00,0,0,@sakshi16519 Hi Sakshi! We apologize for the inconvenience caused. As checked the amount was not processed due to the incorrect bank details. We have shared the new NEFT link via email ticket id 2437278 and request you to please fill in the details within 24 hours. Have a great evening ahead.,
1588163948368613376,2022-11-03 13:39:26+00:00,22,1,"Me: Spending all of my money on t-shirts and shoes 💸
Inner me:

#BollywoodMemes #AkshayKumar #OnlineShopping https://t.co/uL1uizmCpz",💸
1588159329273798658,2022-11-03 13:21:05+00:00,0,0,"@Madhuri78895952 Hi there! Please let us know how we can assist you? Also, if you have a particular concern, kindly share the order Id to help you with a proper resolution.",
1588156667073544194,2022-11-03 13:10:30+00:00,0,0,@AProudMinoz This issue has been addressed internally to ensure that we improve the service rendered in the future. Please get in touch with us or use the contact us option on our website if you need further assistance. We will be glad to assist you.,
1588156477973356546,2022-11-03 13:09:45+00:00,0,0,"@AProudMinoz Hi Rasna! We apologize for the inconvenience caused. As checked the MRP on the website is 1599/- INR, please find the link for reference: https://t.co/e5nX0fdGIS. The MRP on the tag was mistakenly printed as 599/- due to a printing error.",
1588152351155683330,2022-11-03 12:53:21+00:00,0,0,@shivam052000 Hi Shivam!  We are really sorry for the unpleasant experience. we will try our best to get the order delivered within the next 24-48 hours. We highly appreciate your support and patience in this regard. Have a great evening ahead.,
1588124213642158081,2022-11-03 11:01:33+00:00,13,3,"POV: Your mom is about to beat that ziddi chipkali in your room😭

#PathanTeaser #Pathan #ShahRukhKhan #SRK https://t.co/9x2EkyEP8M",😭
1588118925132189696,2022-11-03 10:40:32+00:00,1,1,@manjeet_madam Exactly 😂,😂
1588111932837351424,2022-11-03 10:12:45+00:00,0,0,@Shruti629074701 This issue has been addressed internally to ensure that we improve the service rendered in the future. Please get in touch with us or use the contact us option on our website if you need further assistance.,
1588111830857224193,2022-11-03 10:12:20+00:00,0,0,@Shruti629074701 Hi Shruti! We apologize for the delay in response. As checked we have credited 649 to the Bewakoof wallet and 34 INR to the source account against order: 51319404. The amount of 446 INR for order: 51230048 was credited to the bank account via NEFT on 01/11/2022.,
1588109424207581185,2022-11-03 10:02:47+00:00,0,0,@tushkisakshu This issue has been addressed internally to ensure that we improve the service rendered in the future. Don't hesitate to contact us or use the contact us option on our website if you need further assistance.,
1588109291453648899,2022-11-03 10:02:15+00:00,0,0,@tushkisakshu Hi Tushar! We are sorry for the inconvenience caused to you. This is definitely not the kind of service we want you to have with us. We have highlighted the issue to the concerned team and credited the amount for order: 51194416 to the Bewakoof wallet account.,
1588095078903562240,2022-11-03 09:05:46+00:00,0,0,@Ankitap516 Hi Ankita! You're one of the reasons that this work is so worthwhile. It's always a pleasure serving you and we certainly look forward to doing that in the future.,
1588093968423714816,2022-11-03 09:01:22+00:00,21,1,"Who are these? Wrong answers only 👀

#HouseOfTheDragon #HoTD #BewakoofAsks https://t.co/mHROVex1ox",👀
1588092186964373504,2022-11-03 08:54:17+00:00,1,0,@sagarcasm One is King of Pitch 🤙 and the other is King of Hearts ☺️,🤙☺️
1588058000689872898,2022-11-03 06:38:26+00:00,0,0,"@Ketan82419982 The same should reflect in your source account within 7-10 business days. Also, we truly value your feedback regarding this, and we'll ensure that such instances shall not repeat in the future. We appreciate your understanding in this regard.",
1588057998345359360,2022-11-03 06:38:26+00:00,0,0,"@Ketan82419982 We completely relate to what has happened here, Ketan! We are sorry your order couldn't be delivered to you despite our best efforts. Be informed that the refund of Rs.399 has successfully been initiated from our end today.",
1588055985985392640,2022-11-03 06:30:26+00:00,13,2,"Your account has been credited with 40-70% OFF at the PAYDAY PARTY!🤑

Turn on your youthful charm with our Official Disney Merchandise 💯

Shop your faves now, only on Bewakoof: https://t.co/D0RvHX640N

#disney #discounts #offers #sale #onlineshopping #fashion https://t.co/IILDqXnM1M",🤑💯
1588054692357197824,2022-11-03 06:25:17+00:00,0,0,"@prityag75663307 Hi Prity! Please let us know how we can assist you. Also, in case you have a particular concern, kindly share the order ID so that we can help you with a proper resolution.",
1587800121974181889,2022-11-02 13:33:43+00:00,0,0,@tapanvk88 Hi Tapan! We have highlighted the issue to the concerned team and ensured that such an incident is never repeated. Don't hesitate to contact us or use the contact us option on our website if you need further assistance. We will be glad to assist you.,
1587792287995658240,2022-11-02 13:02:35+00:00,1660,835,"Me trying to show something funny to my friends which they don't find funny 😔

#ShehnaazGill #ShehnaazGallery https://t.co/u5Jw0UNwQp",😔
1587761797179871232,2022-11-02 11:01:26+00:00,0,0,"@tapanvk88 The payment gateway takes 7 to 10 business days excluding Saturdays, Sundays, and bank holidays to credit the amount in the account. This issue has been addressed internally to ensure that we improve the service rendered in the future. Have a great day ahead.",
1587761108949110788,2022-11-02 10:58:42+00:00,0,0,@tapanvk88 Hi Tapan! We are extremely sorry to inform you that order: 51363854 was canceled/returned for the following reason: The customer not available. We credited 194 to the Bewakoof wallet and 719 INR to the source account on 02/11/22.,
1587753989709471744,2022-11-02 10:30:24+00:00,222,185,"Love #SRK? 🥰 Then you need to participate in this contest!
Answer the question below and get to win our exclusive merch ✨

Rules:
🖖FOLLOW @bewakoof
🔁RETWEET &amp; LIKE this tweet
✅TAG 3 friends with your answer

#ContestAlert #ContestIndia #GiveawayAlert #ShahRukhKhan https://t.co/tz2Yyzv0en",🥰✨🖖🔁✅
1587747854822539264,2022-11-02 10:06:02+00:00,0,0,@Ketan82419982 Hi Ketan!  We are sorry your product hasn’t been delivered on time despite our best efforts. We are in discussion with our courier partner to deliver your shipment on top priority. Kindly allow us 24 business hours to get this resolved. We appreciate your patience here.,’
1587747495773409281,2022-11-02 10:04:36+00:00,0,0,"@aryan_jethi Hi Aryan!  We are really sorry for an unpleasant experience. we will try our best to get the order delivered within the next 48 hours, in case the order doesn't get delivered we will cancel the order and process the refund. We appreciate your support and patience in this regard.",
1587747418656985090,2022-11-02 10:04:18+00:00,1,0,"@NoorHannure Hi Noor! We certainly understand your concern regarding the refund, and we are extremely sorry for the delayed response. Kindly help us with the relevant order ID so that we can check and assist you with a proper resolution.",
1587745927204405248,2022-11-02 09:58:22+00:00,1,0,"@AdityaK29596073 The payment gateway takes 7 to 10 business days excluding Saturdays, Sundays, and bank holidays to credit the amount in the account. If you need further assistance, please contact us or use the contact us option on our website.",
1587745795083837443,2022-11-02 09:57:51+00:00,0,0,@AdityaK29596073 Hi Aditya! Thanks for sharing the details with us. As checked the amount of 504/-  was paid through Bewakoof wallet and 95 INR through online banking. We credited 504/- to Bewakoof's wallet and 95 INR to the source account on 29/10/22.,
1587739990834176000,2022-11-02 09:34:47+00:00,0,0,"@YashBan20543761 Hi Yash! We have processed the refund of 391 INR for order: 51253630 on 22/10/22. It will reflect tentatively by 05/11/22  and the payment gateway takes 7-10 business days excluding Saturdays, Sundays, and bank holidays to credit the amount in the account. Have a nice day.",
1587739069462810625,2022-11-02 09:31:07+00:00,0,0,@mysteriousman_5 Hi there! As checked order: 51321269  was successfully delivered on 25/10/2022. Please help us with your query in detail and we promise to resolve the issue on priority. Have a great day.,
1587735910594056192,2022-11-02 09:18:34+00:00,0,0,"@BaidUjjwal Hi Ujjwal! Thank you for your patience, and we apologize for the delayed response. Upon checking, we see that the refund of Rs.869 has successfully been initiated from our end on 31-10-22, and the same should reflect in your bank account within 3-5 working days.",
1587723534872223745,2022-11-02 08:29:23+00:00,38,8,"We cannot keep calm today because it is #ShahRukhKhan's birthday 🥳

Tell us your favourite dialogue by him 👇

#BewakoofAsks #HappyBirthdaySRK #SRK https://t.co/8ruvnMsFJQ",🥳👇
1587703959371726848,2022-11-02 07:11:36+00:00,1,0,@SagarCfg Definitely one of her finest performances 👌,👌
1587693427717701632,2022-11-02 06:29:45+00:00,14,2,"Salary Credited? Let's celebrate at the PAYDAY PARTY with 40-70% OFF!💃

Be fashionable and represent your favourite Anime with our cool collection! 💯

Shop your faves now, only on Bewakoof!🛒
https://t.co/D0RvHX640N

#anime #deku #discounts #sale #onlineshopping #fashion https://t.co/kH1JPbtNL4",💃💯🛒
1587656092850454528,2022-11-02 04:01:24+00:00,0,0,"@YashBan20543761 Hi Yash! We certainly understand your concern here, and we are extremely sorry for the unpleasant experience. Kindly help us with the relevant order ID or the ticket ID so that we can check and assist you with a proper resolution.",
1587468946525093888,2022-11-01 15:37:45+00:00,0,0,@SG68579767 Hi Seema! We apologize for the inconvenience caused. We have credited the amount to the Bewakoof promotional account and request you to please utilize the coins before the expiry. Please contact us or use the contact us option on our website if you need further assistance.,
1587461295087013888,2022-11-01 15:07:21+00:00,0,0,"@Sharath6245 Hi Sharath! As informed the account is not hacked and you have coins in the promotional wallet. Please log out from all the devices, reset the password, and log in again to use the Bewakoof credit. Please note, the promotional balance is non-transferable.",
1587447496439222274,2022-11-01 14:12:31+00:00,2,0,"@Sharath6245 Hi Sharath! As checked the account is not hacked and you have 111 coins in the promotional wallet. Please log out from all the devices, reset the password, and log in again to use the Bewakoof credit. Please note, the promotional balance is non-transferable. Have a great evening.",
1587445461518090241,2022-11-01 14:04:25+00:00,0,0,@SG68579767 Hi Seema! As checked the amount was already credited once after the expiry on 30/08/2022 and the credit was utilized to place the order. As informed we will not be able to credit the amount again. Please use the contact us option on our website if you need further assistance.,
1587444041087598593,2022-11-01 13:58:47+00:00,0,0,@nkAlltimelooser Hi Nischal! As checked your order details you have raised a return request for 51235769 and an exchange request for order 51235767. Request you to please confirm whether you have handed over both orders to the same person who visited your doorstep for order 51235769 pickup.,
1587443496453132288,2022-11-01 13:56:37+00:00,0,0,@Rantbaazi This issue has been addressed internally to ensure that we improve the service rendered in the future. Please contact us or use the contact us option on our website if you need further assistance.,
1587443425426685952,2022-11-01 13:56:20+00:00,0,0,"@Rantbaazi Hi there! We are extremely sorry, as the order was not delivered smoothly. We are glad to see that your order: 51339828 was successfully delivered to you on 29/10/2022 at the address you registered. We hope this product adds even more value to your collection.",
1587441729703133184,2022-11-01 13:49:36+00:00,0,0,"@RohitSe27481090 Hi Rohit! We apologize for the delay in response. As checked the courier team has mentioned the following reason: The customer canceled the pickup. Please re-confirm whether you have canceled the pickup or not also, confirm you have received a call from our courier partner.",
1587435665033134081,2022-11-01 13:25:30+00:00,0,0,@AdityaK29596073 Hi Aditya! Please let us know your order number or the ticket id if in case you have raised this with the care team and we promise to get this resolved quickly.,
1587428912337936384,2022-11-01 12:58:40+00:00,0,0,"@PoojaYa41723706 Hi Pooja! We completely relate to what has happened here, and we apologize for the inconvenience caused. We have instructed the courier team to get the order picked up within 24 hours. Kindly be available at the registered phone number so that it can be done smoothly.",
1587423222055796737,2022-11-01 12:36:03+00:00,0,0,"@tapanvk88 Hi Tapan!  We are really sorry for the unpleasant experience. we will try our best to get the order delivered within the next 24-48 hours, in case the order doesn't get delivered we will cancel the order and process the refund. We appreciate your patience in this regard.",
1587421535131914240,2022-11-01 12:29:21+00:00,21,2,"Happy Birthday to the one,
jisne crazy kiya re with her kaare kaare naina, here's to #AishwaryaRai 🥳

Tell us your favourite character played by her 👇 #BewakoofAsks",🥳👇
1587403082299834370,2022-11-01 11:16:02+00:00,0,0,@Yashhhh93560748 @munotster @prabhkiran13 Please contact us or use the contact us option on our website if you need further assistance. We will be glad to assist you.,
1587402968982327298,2022-11-01 11:15:34+00:00,0,0,@Yashhhh93560748 @munotster @prabhkiran13 Hi Yash! As checked the amount for the order:50858268 - 50858267  has been refunded to the bank account via NEFT on 04/10/2022. Please check with the concerned bank. If the amount is not credited please share the bank statement with us from 01/10/2022 to 10/10/2022.,
1587391367667453954,2022-11-01 10:29:29+00:00,6,2,"Today's #DOTD belongs to the greatest shinobi in Naruto who sacrificed his clan, family and trusted the next generation to complete his goal: Itachi Uchiha 🙌

SHOP NOW: https://t.co/ebZD831hh7

#naruto #itachiuchiha #onlineshopping #tshirts #fashion https://t.co/pyMzigAaYA",🙌
1587385100282593281,2022-11-01 10:04:34+00:00,0,0,"@PoojaYa41723706 Hi Pooja! We completely relate to what has happened here, and we apologize for the inconvenience caused. We have added 100 coins to the wallet and also highlighted the issue to the courier team. The pick-up will be arranged within 24 - 48 working hours. Have a nice day.",
1587377673596182529,2022-11-01 09:35:04+00:00,0,0,"@GPrchitects Hi Garima! We have forwarded your concern to the team and they will reach out to you if there is any such requirement. However, we will not be able to share the details with you. Please contact us or use the contact us option on our website if you need further assistance.",
1587372830311817218,2022-11-01 09:15:49+00:00,0,0,"@AdityaN1996 Hi Aditya! We completely relate to what has happened here, and we apologize for the inconvenience caused. We have addressed the query in the main tweet. Have a great day ahead.",
1587370895361949698,2022-11-01 09:08:08+00:00,0,0,@Ankitap516 Hi Ankita! We are sorry for the inconvenience caused to you. This is definitely not the service we want you to have with us. Kindly let us know if the packaging/parcel was damaged or if the seal was broken at the time of delivery or not. We will resolve the issue on priority.,
1587368529786970112,2022-11-01 08:58:44+00:00,0,0,@Happy_2o2 Hi there! We are sorry for the inconvenience caused to you. This is definitely not the service we want you to have with us. The request is already escalated and the amount will get credited to the bank account within 2-4 working days. We appreciate your patience in this regard.,
1587361217592565760,2022-11-01 08:29:40+00:00,17,3,"Best caption award for 2022 goes to #AmitabhBachchan 😂

#Bollywood #BollywoodMemes https://t.co/wD2GMqts05",😂
1587342014349090817,2022-11-01 07:13:22+00:00,0,0,@Testbookdotcom Not us trying to match with your rhythm 💃,💃
1587339369945264128,2022-11-01 07:02:51+00:00,0,0,"@HaramiParindey Par ek din ke liye ekdum se jazbaat badal gaye the, waqt badal gaya tha aur zindagi bhi badal gayi thi😭",😭
1587330987293347841,2022-11-01 06:29:33+00:00,8,3,"💸THE PAYDAY PARTY IS LIVE WITH 40-70% OFF! 🥳

Unleash your inner cool kid with our Official Disney Merchandise 💯
Combine comfort with swag to create one of a kind look from our Pay Day Party!

SHOP NOW: https://t.co/D0RvHX640N

#disney #discounts #sale #onlineshopping #fashion https://t.co/mcnTmKAtr2",💸🥳💯
1587111029573652480,2022-10-31 15:55:31+00:00,0,0,"@SinghSanjida Hi Sanjida! We are extremely sorry, as the order was not delivered smoothly. We are glad to see that your order: 51269971 was successfully delivered to you on 28/10/2022 at the address you registered. We hope this product adds even more value to your collection.",
1587077097675264004,2022-10-31 13:40:41+00:00,1,0,@sudhir_guptta This issue has been addressed internally to ensure that we improve the service rendered in the future. Please contact us or use the contact us option on our website if you need further assistance.,
1587076993740378114,2022-10-31 13:40:16+00:00,1,0,"@sudhir_guptta Hi Sudhir! We are extremely sorry, as the order was not delivered smoothly. We are glad to see that your order: 51279487 was successfully delivered to you on 31/10/2022 at the address you registered. We hope this product adds even more value to your collection.",
1587070452975173632,2022-10-31 13:14:16+00:00,9,0,"Congratulations on winning 
@Rishi50204469 😍😍 DM us for more details!",😍😍
1587067474356408320,2022-10-31 13:02:26+00:00,0,0,"@surajsingh9857 This issue has been addressed internally to ensure that we improve the service rendered in the future. If you need further assistance, please contact us or use the contact us option on our website.",
1587067400645746690,2022-10-31 13:02:09+00:00,0,0,"@surajsingh9857 Hi Suraj! We completely relate to what has happened here, and we apologize for the inconvenience caused. We have escalated the issue to the concerned team. The amount will reflect in your bank account within 3-5 working days.",
1587059228920922114,2022-10-31 12:29:40+00:00,17,4,"""India lost the match and that eliminates Pakistan from the race""
All of us:

#T20WorldCup #CricketTwitter #T20WC2022 #TeamIndia https://t.co/JdDTCx7578",
1587058690087067648,2022-10-31 12:27:32+00:00,0,0,"@Viper__pro Hi Abhishek! We completely relate to what has happened here, and we apologize for the inconvenience caused. The issue has been escalated to the concerned team, if the refund is not processed within 24 hours, then we will share the new NEFT link. Have a great evening ahead.",
1587055951194062849,2022-10-31 12:16:39+00:00,0,0,@sakshi16519 Hi Sakshi!  We are really sorry for the unpleasant experience. we will try our best to process the refund within the next 48 - 72 hours. We appreciate your support and patience in this regard. Have a great evening ahead.,
1587042857105473536,2022-10-31 11:24:37+00:00,0,0,"@gajula_neeraj Hi Neeraj! We completely relate to what has happened here, and we apologize for the inconvenience caused. The request has already been escalated and we are working with the concerned team to resolve the issue on priority. We appreciate your patience in this regard.",
1587042026159325185,2022-10-31 11:21:19+00:00,1,0,@aTechyShashwat https://t.co/zOxIY0kC6S,
1587041851181252609,2022-10-31 11:20:37+00:00,1,0,@rakhirathore21 We couldn't agree more 👌,👌
1587041767530045440,2022-10-31 11:20:17+00:00,1,0,@aTechyShashwat Sholay is toh EPIC #BewakoofAsks https://t.co/PK4wc2dkUx,
1587029001394163717,2022-10-31 10:29:34+00:00,13,2,"Horror stories that can keep us up all night 😥

#Halloween #Halloween2022 #ScaryStories #OnlineShopping https://t.co/CADEQhxGTG",😥
1587022433156055041,2022-10-31 10:03:28+00:00,0,0,"@kavita_balhey Hi Kavita! This issue has been addressed internally to ensure that we improve the service rendered in the future. If you need further assistance, please contact us or use the contact us option on our website.",
1587020642033049601,2022-10-31 09:56:21+00:00,0,0,@Sahil_0910 Hi Sahil! This issue has been addressed internally to ensure that we improve the service rendered in the future. Your feedback is very important as we are constantly looking for ways to improve our products and services.,
1587017463643996160,2022-10-31 09:43:43+00:00,0,0,@Sahil_0910 Please contact us or use the contact us option on our website if you need further assistance. Have a great day ahead.,
1587017344357908482,2022-10-31 09:43:14+00:00,0,0,@Sahil_0910 Hi Sahil! We are extremely sorry to inform you the order: 51284549 was returned/canceled due to some operational reasons. We request you to please place the order again. This issue has been addressed internally to ensure that we improve the service rendered in the future.,
